ParlaMint-IT_2019-07-10-LEG18-Sed-131.u1	La seduta è aperta (ore 9,31). Si dia lettura del processo verbale.
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u54	[[Domando di parlare.]] [[PRESIDENTE. Ne ha facoltà.]] [[Proteste dal Gruppo L-SP-PSd'Az]] Qual è il problema, colleghi? Ho già espresso il mio parere su questo. (Il senatore Castaldi si avvicina allo scranno del Presidente). MARCUCCI (PD). Signor Presidente, quello che dico da tanti mesi, cioè che questo approccio di tutta la Presidenza nei confronti dell'Assemblea incentiva la violenza, è dimostrato dall'atteggiamento dei colleghi in queste ore. Basta guardarvi, cari colleghi. [[Proteste e applausi ironici dal Gruppo L-SP-PSd'Az. Applausi dal Gruppo PD.]] . PRESIDENTE. Senatore Marcucci, intervenga sull'ordine dei lavori, se lo ritiene. MARCUCCI (PD). Signor Presidente, sottolineo nuovamente che, secondo noi, l'interpretazione da parte degli Uffici e della Presidenza rispetto alla richiesta fatta dal collega Malan e supportata dal nostro Gruppo è sbagliata. La prima affermazione del mio intervento è confermata dall'atteggiamento dei colleghi, sempre molto democratici, come del resto è nel loro costume. [[Applausi dal Gruppo PD. Commenti dal Gruppo L-SP-PSd'Az.]]
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u55	La situazione è la seguente: se si intende chiedere l'anticipazione del voto già previsto per domani con determinazione della Conferenza dei Capigruppo e a seguito di votazione dell'Assemblea, è necessario convocare una nuova Conferenza dei Capigruppo. Pertanto, se c'è una richiesta di questo tipo, ovviamente farò da tramite con il Presidente. LA RUSSA (FdI). La chieda, signor Presidente.
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u56	[[Domando di parlare.]] [[PRESIDENTE. Ne ha facoltà.]] Signor Presidente, confermiamo la richiesta fatta ai sensi del Regolamento dal senatore Malan a nome del nostro Gruppo, ritenendo anche che si debba procedere direttamente alla votazione, perché, come spiega l'articolo del Regolamento, che è chiarissimo, non c'è nemmeno bisogno del filtro della Conferenza dei Capigruppo che ha invocato. Pertanto, a nostro avviso, si dovrebbe procedere alla votazione immediata. Altrimenti, di quale chiusura anticipata si parla? [[Applausi dai Gruppi FI-BP e PD]] Dopodiché, in subordine, se dà un'interpretazione non conforme del Regolamento, veda cosa deve fare; per noi si potrebbe votare ora dato che i colleghi sono anche arrivati in Aula. LAUS (PD). Bravo Gasparri!
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u57	Se ho capito bene, il Gruppo Forza Italia chiede la convocazione della Conferenza dei Capigruppo? CALIENDO (FI-BP). Chiediamo che si voti. PRESIDENTE. Non sono io a volerla convocare: per cambiare il calendario, occorre una determinazione della Conferenza dei Capigruppo; se c'è questa richiesta, ne chiediamo la convocazione; altrimenti, procediamo secondo l'ordine del giorno già votato, come ho già spiegato. NENCINI (Misto-PSI). Non è così.
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u58	[[Domando di parlare.]] [[PRESIDENTE. Ne ha facoltà.]] Signor Presidente, non vogliamo cambiare l'ordine del giorno; invochiamo una norma del Regolamento che consente di votare anticipatamente. L'ordine del giorno resta quello fissato, ma cambia l'orario della votazione rispetto a una facoltà di decidere che il Regolamento dà all'Assemblea; non stiamo chiedendo di cambiare nulla, ma facciamo riferimento al Regolamento. Questo è molto chiaro e vorrei lo fosse anche per i colleghi. Ognuno poi può votare a favore o contro; ma chiediamo di anticipare il voto ai sensi del Regolamento e la Conferenza dei Capigruppo non c'entra niente. L'ordine del giorno resta quello stabilito, siamo su questo punto; la discussione si è conclusa, quindi insistiamo sulla nostra richiesta.
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u59	Chiarisco definitivamente la questione interpretativa, perché probabilmente non è stato fatto. Quand'anche fosse stato stabilito di chiudere anticipatamente la fase della discussione generale, non ne sarebbe conseguito automaticamente di svolgere le dichiarazioni di voto e di votare, è così. La mia domanda andava esattamente in questo senso, posto che mancava un solo intervento alla chiusura della discussione generale; perché, se la richiesta fosse stata di passare immediatamente al voto, sarebbe stato necessario quel tipo di determinazione. Ora, mi sembra di capire che non ci sia questa richiesta, quindi si prosegue. Ho chiesto tre volte se c'era una richiesta di convocare la Conferenza dei Capigruppo, per anticipare la votazione, per poter anticipare il momento della votazione, ci vuole una determinazione: se questa è la richiesta, bisogna organizzarsi conseguentemente; la questione è abbastanza chiara. Ci sono due questioni distinte: dalla chiusura anticipata della discussione non scaturisce di votare prima di quando stabilito, cioè domani mattina; non so se è chiaro. BELLANOVA (PD). Si continua con lo sperpero: la discussione è finita, si passi al voto!
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u60	[[Domando di parlare.]] [[PRESIDENTE. Ne ha facoltà.]] Signor Presidente, ovviamente farà le valutazioni che il suo ruolo le affida. La richiesta che il nostro Gruppo ha avanzato prima, attraverso il vice presidente vicario Malan, è che, ai sensi dell'articolo 99, esaurita la discussione generale, si passi alle dichiarazioni di voto e al voto ora, con chiusura anticipata. Ritiene serva una Conferenza dei Capigruppo per decidere questo? La convochi immediatamente, se lo ritiene. Riteniamo invece che si possa anche farlo immediatamente, senza passare per la Conferenza dei Capigruppo, perché l'articolo 99 non prevede tale filtro, che serve se si cambia l'ordine del giorno; siamo invece sul punto all'ordine del giorno, ossia la proposta di riduzione del numero dei parlamentari. La discussione generale si è conclusa e c'è un'ansia di decidere, come ha detto prima il senatore Malan; dunque, decidiamo subito. Si devono fare le dichiarazioni di voto e il voto, quindi non si capisce l'ostruzionismo al voto. La Conferenza dei Capigruppo, ai sensi del Regolamento, non appare necessaria. La vuole convocare? Presiede l'Aula in questo momento, pertanto decida quello che ritiene, ma non si può eludere la questione, perché si prenderebbe un pretesto. La nostra richiesta di procedere subito è molto chiara. Vuole interporre la Conferenza dei Capigruppo? Decida lei: per noi non è necessaria, ma non si può far finta di niente e adesso andare al bar; questo assolutamente non si può fare. [[Applausi dal Gruppo FI-BP.]]
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u61	[[Domando di parlare.]] [[PRESIDENTE. Ne ha facoltà.]] Signor Presidente, ho pieno rispetto per il suo ruolo in questo momento, che capisco essere delicato, di fronte a un disegno di legge costituzionale di non lieve incidenza sulla realtà del nostro Paese. Credo abbia ragione sulla necessità di convocare la Conferenza dei Capigruppo, perché, al di là dell'interpretazione regolamentare, i precedenti vanno in questa direzione; sarebbe anche sbagliato però far finta che non sia successo niente. Anche per riconfermare le posizioni che ciascuno ha già espresso in Conferenza dei Capigruppo, le chiedo pertanto di convocarla immediatamente, anche perché un'ora di intervallo ci dev'essere: in tal modo, a seconda di quanto deciderà la Conferenza dei Capigruppo, si potrà anche chiedere o no una votazione. Siccome ha detto che nessuno l'ha chiesta formalmente, noi, che abbiamo espresso chiaramente la nostra posizione su questo disegno di legge, non possiamo far finta che tutto quello che è successo in quest'ultima mezz'ora non sia nulla. Credo che abbia ragione e pertanto, a meno che i Capigruppo delle altre forze politiche non vogliano esprimere sin d'ora una posizione chiara sulla domanda che è emersa, le chiedo di convocare immediatamente la Conferenza dei Capigruppo.
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u62	[[Domando di parlare.]] [[PRESIDENTE. Ne ha facoltà.]] Signor Presidente, a me sembra che si stiano confondendo i fischi con i fiaschi. [[Applausi dai Gruppi L-SP-PSd'Az e M5S.]] Una cosa è la chiusura anticipata della discussione, sulla quale ritengo assolutamente corretta la sua interpretazione, perché si può fare quando non vi sia stata un'organizzazione dei tempi. Lo dico perché ho letto io, ieri, in Aula quello speech, secondo il quale si sarebbe svolta quest'oggi la discussione generale, a partire dalle ore 9,30, e si sarebbe conclusa in giornata, cosa che si è realizzata. Ci sono state anche le repliche, o le non repliche, del relatore e del Governo e a questo punto, per me, la giornata si chiude. Cosa diversa è il tentativo di anticipare la votazione. Risulta evidente a tutti che l'organizzazione data dalla Conferenza dei Capigruppo ieri - e votata in Aula perché, respingendo le proposte di modifica, si è approvato un calendario - e cioè la nostra proposta, che poi è stata accolta dalla Capigruppo e dall'Aula, era, proprio perché richiesto un particolare quorum per l'approvazione di un disegno di legge costituzionale (ovvero la maggioranza assoluta), di prevedere un tempo certo per le dichiarazioni di voto e per il voto finale. Quindi, se qualcuno propone che non vi sia questa certezza, mi spiace ma è solo per vedere non raggiungere una maggioranza che invece è richiesta per domani. [[Applausi dai Gruppi L-SP-PSd'Az e M5S. Commenti della senatrice Bellanova.]] Mi sembra abbastanza evidente che qualcuno stia puntando all'uva. Va bene, tutto è concesso. Per quello che mi riguarda, non basta che qualcuno chieda la convocazione della Conferenza dei Capigruppo. In ogni caso, è il Presidente che eventualmente lo deve decidere. LAUS (PD). Siamo pagati anche oggi! CALDEROLI (L-SP-PSd'Az). Non capisco come si possa decidere, a fronte di una modifica costituzionale... Non gettiamoli nei cestini quei bei libricini: leggiamoli, così impariamo un po' di Costituzione e di Regolamento. [[Applausi dai Gruppi M5S e L-SP-PSd'Az. Commenti della senatrice Bellanova.]] Ci sono delle doti canore di rimbombo in quest'Aula che non sapevo di avere. C'è l'eco. [[Commenti del senatore Lucidi]] Per quel che riguarda, la mia posizione, avendo dato lettura di quell'ordine del giorno, se nulla si è modificato rispetto a esso, non credo ci possa essere da parte della maggioranza l'esigenza di cambiare una decisione che è stata votata nella giornata di ieri. [[Applausi dai Gruppi M5S e L-SP-PSd'Az.]]
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u63	[[Domando di parlare.]] PRESIDENTE. Presidente Gasparri, il suo Gruppo si è già espresso sulla questione. Le chiedo trenta secondi, Presidente. La ringrazio per la sua pazienza, di cui non abuserò. Il presidente Calderoli ha detto una cosa corretta. Il tema, presidente Calderoli e colleghi, è se noi stiamo o no agendo ai sensi del Regolamento e noi stiamo agendo ai sensi del Regolamento. FLORIDIA (M5S). No! GASPARRI (FI-BP). L'articolo 99 - presidente Calderoli, lei lo sa - prevede un voto sulla nostra proposta. Se la maggioranza dell'Aula ieri ha disposto i lavori in un certo modo, probabilmente respingerà la richiesta di anticipare il voto perché la nostra proposta non verrebbe applicata. Quindi, non si capisce perché la maggioranza voglia disporre l'ordine dei lavori - come è sua facoltà - rimandare a domani la votazione e impedire a un Gruppo di minoranza, di opposizione, di chiedere, dopo la chiusura della discussione generale, di anticipare il voto con una votazione dell'Aula sulla nostra richiesta. Non c'è un automatismo. Ci si nega perfino - ed è paradossale che lo faccia una persona esperta di regolamenti sicuramente più di tanti di noi come il presidente Calderoli - di votare la nostra richiesta che probabilmente, essendo passato un po' di tempo, verrà anche respinta, guardando alle presenze nell'Aula. Quindi, sarebbe una prevaricazione inaudita impedirci di portare in votazione una legittima richiesta avanzata ai sensi dell'articolo 99 del Regolamento. Siete la maggioranza e dimostratelo, ma non impedite all'opposizione di usare il Regolamento, altrimenti ha ragione chi lo ripone altrove. [[Applausi dai Gruppi FI-BP e PD.]]
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u64	Senatore Gasparri, la questione su cui lei è ritornato è superata perché la discussione generale è stata chiusa. Previa consultazione con il presidente Casellati, è convocata la Conferenza dei Capigruppo per le ore 15. Sospendo pertanto la seduta. (La seduta, sospesa alle ore 14,10, è ripresa alle ore 15,45). La seduta è ripresa. La Conferenza dei Capigruppo ha confermato a maggioranza il calendario dell'Assemblea approvato nella giornata di ieri. Dunque, l'ordine del giorno della seduta di domani prevede, con inizio alle ore 9,30, le dichiarazioni di voto e il voto finale a maggioranza assoluta dei componenti del Senato del disegno di legge costituzionale sulla riduzione del numero dei parlamentari. Seguirà la discussione delle ratifiche di accordi internazionali fino alle ore 14. Alle ore 15 si terrà il question time.
